,Listas
194881,1
194882,1
194883,1
194884,0
194885,1
194886,1
194887,0
194888,1
194889,1
194890,1
194891,1
194892,0
194893,0
194894,1
194895,1
194896,0
194897,1
194898,1
194899,1
194900,1
194901,1
194902,1
194903,1
194904,1
194905,1
194906,0
194907,1
194908,1
194909,1
194910,0
194911,1
194912,1
194913,0
194914,1
194915,1
194916,1
194917,0
194918,1
194919,1
194920,0
194921,0
194922,1
194923,0
194924,1
194925,1
194926,1
194927,1
194928,1
194929,1
194930,1
194931,1
194932,1
194933,1
194934,1
194935,1
194936,1
194937,1
194938,1
194939,1
194940,0
194941,1
194942,1
194943,1
194944,1
194945,1
194946,1
194947,0
194948,0
194949,1
194950,1
194951,1
194952,1
194953,1
194954,0
194955,0
194956,1
194957,1
194958,1
194959,1
194960,1
194961,1
194962,0
194963,1
194964,1
194965,1
194966,1
194967,0
194968,1
194969,1
194970,0
194971,0
194972,0
194973,1
194974,0
194975,0
194976,1
194977,1
194978,1
194979,0
194980,1
194981,1
194982,1
194983,1
194984,1
194985,1
194986,0
194987,1
194988,0
194989,1
194990,1
194991,0
194992,1
194993,1
194994,1
194995,1
194996,0
194997,1
194998,1
194999,1
195000,0
195001,1
195002,1
195003,0
195004,1
195005,0
195006,1
195007,1
195008,1
195009,0
195010,0
195011,1
195012,1
195013,0
195014,0
195015,0
195016,1
195017,1
195018,0
195019,1
195020,1
195021,0
195022,1
195023,0
195024,1
195025,1
195026,0
195027,0
195028,1
195029,1
195030,0
195031,0
195032,1
195033,1
195034,1
195035,0
195036,0
195037,1
195038,1
195039,0
195040,1
195041,1
195042,0
195043,1
195044,1
195045,1
195046,1
195047,1
195048,1
195049,1
195050,1
195051,1
195052,0
195053,1
195054,0
195055,1
195056,0
195057,1
195058,1
195059,0
195060,1
195061,1
195062,1
195063,0
195064,0
195065,1
195066,0
195067,1
195068,1
195069,0
195070,1
195071,1
195072,1
195073,0
195074,0
195075,1
195076,0
195077,0
195078,1
195079,1
195080,1
195081,1
195082,0
195083,1
195084,0
195085,1
195086,1
195087,0
195088,1
195089,1
195090,1
195091,1
195092,1
195093,1
195094,1
195095,1
195096,1
195097,1
195098,0
195099,0
195100,1
195101,1
195102,1
195103,0
195104,1
195105,1
195106,1
195107,0
195108,1
195109,1
195110,1
195111,1
195112,0
195113,1
195114,0
195115,0
195116,0
195117,0
195118,0
195119,1
195120,1
195121,1
195122,1
195123,1
195124,1
195125,1
195126,1
195127,1
195128,1
195129,1
195130,1
195131,1
195132,1
195133,1
195134,1
195135,0
195136,1
195137,1
195138,1
195139,0
195140,0
195141,1
195142,1
195143,0
195144,1
195145,1
195146,0
195147,0
195148,1
195149,0
195150,1
195151,0
195152,0
195153,1
195154,1
195155,1
195156,1
195157,1
195158,0
195159,0
195160,1
195161,0
195162,0
195163,1
195164,1
195165,0
195166,0
195167,1
195168,1
195169,1
195170,0
195171,1
195172,1
195173,1
195174,0
195175,0
195176,1
195177,1
195178,1
195179,1
195180,1
195181,1
195182,1
195183,1
195184,1
195185,1
195186,0
195187,0
195188,1
195189,1
195190,0
195191,0
195192,0
195193,1
195194,1
195195,1
195196,1
195197,1
195198,1
195199,1
195200,1
195201,1
195202,0
195203,0
195204,1
195205,1
195206,1
195207,1
195208,1
195209,1
195210,1
195211,1
195212,1
195213,0
195214,1
195215,1
195216,1
195217,1
195218,0
195219,1
195220,1
195221,0
195222,1
195223,1
195224,1
195225,0
195226,1
195227,1
195228,1
195229,1
195230,1
195231,0
195232,0
195233,1
195234,1
195235,1
195236,1
195237,1
195238,1
195239,1
195240,1
195241,1
195242,1
195243,1
195244,0
195245,1
195246,1
195247,1
195248,0
195249,1
195250,1
195251,0
195252,1
195253,1
195254,0
195255,1
195256,1
195257,0
195258,0
195259,0
195260,1
195261,1
195262,1
195263,0
195264,0
195265,1
195266,0
195267,1
195268,1
195269,1
195270,0
195271,1
195272,1
195273,1
195274,1
195275,0
195276,1
195277,0
195278,0
195279,0
195280,0
195281,1
195282,1
195283,0
195284,0
195285,0
195286,1
195287,0
195288,0
195289,1
195290,1
195291,1
195292,0
195293,0
195294,1
195295,0
195296,1
195297,0
195298,0
195299,1
195300,1
195301,0
195302,1
195303,1
195304,1
195305,1
195306,1
195307,1
195308,1
195309,0
195310,0
195311,0
195312,1
195313,1
195314,1
195315,1
195316,1
195317,0
195318,1
195319,0
195320,1
195321,1
195322,1
195323,1
195324,1
195325,1
195326,1
195327,1
195328,0
195329,1
195330,1
195331,1
195332,0
195333,1
195334,0
195335,1
195336,0
195337,0
195338,1
195339,1
195340,1
195341,1
195342,1
195343,1
195344,1
195345,0
195346,0
195347,1
195348,0
195349,0
195350,1
195351,0
195352,1
195353,1
195354,0
195355,1
195356,0
195357,0
195358,1
195359,1
195360,1
195361,1
195362,0
195363,1
195364,1
195365,1
195366,1
195367,1
195368,1
195369,1
195370,1
195371,1
195372,1
195373,1
195374,1
195375,0
195376,1
195377,1
195378,0
195379,1
195380,1
195381,1
195382,0
195383,0
195384,0
195385,0
195386,1
195387,1
195388,0
195389,1
195390,1
195391,1
195392,0
195393,1
195394,1
195395,1
195396,1
195397,1
195398,0
195399,1
195400,1
195401,0
195402,0
195403,1
195404,1
195405,1
195406,1
195407,0
195408,1
195409,1
195410,1
195411,0
195412,1
195413,0
195414,1
195415,1
195416,1
195417,1
195418,1
195419,1
195420,1
195421,1
195422,1
195423,1
195424,1
195425,1
195426,1
195427,1
195428,0
195429,1
195430,1
195431,1
195432,0
195433,0
195434,0
195435,0
195436,0
195437,0
195438,1
195439,0
195440,1
195441,0
195442,1
195443,1
195444,0
195445,1
195446,0
195447,0
195448,1
195449,1
195450,1
195451,1
195452,1
195453,1
195454,1
195455,1
195456,0
195457,0
195458,1
195459,1
195460,0
195461,0
195462,1
195463,1
195464,1
195465,1
195466,1
195467,1
195468,0
195469,0
195470,1
195471,1
195472,0
195473,1
195474,0
195475,0
195476,0
195477,1
195478,1
195479,0
195480,1
195481,1
195482,1
195483,1
195484,1
195485,1
195486,1
195487,1
195488,0
195489,1
195490,0
195491,1
195492,1
195493,0
195494,1
195495,1
195496,1
195497,1
195498,1
195499,1
195500,1
195501,1
195502,0
195503,0
195504,1
195505,1
195506,1
195507,0
195508,1
195509,1
195510,1
195511,1
195512,1
195513,1
195514,1
195515,1
195516,1
195517,1
195518,0
195519,1
195520,1
195521,1
195522,1
195523,1
195524,1
195525,0
195526,0
195527,1
195528,1
195529,0
195530,1
195531,0
195532,1
195533,1
195534,1
195535,1
195536,1
195537,1
195538,0
195539,0
195540,0
195541,0
195542,1
195543,1
195544,1
195545,1
195546,0
195547,1
195548,1
195549,0
195550,1
195551,1
195552,1
195553,1
195554,0
195555,1
195556,1
195557,1
195558,1
195559,1
195560,1
195561,0
195562,0
195563,1
195564,1
195565,1
195566,1
195567,1
195568,1
195569,1
195570,1
195571,1
195572,0
195573,1
195574,1
195575,0
195576,1
195577,1
195578,1
195579,1
195580,1
195581,1
195582,0
195583,1
195584,1
195585,1
195586,0
195587,0
195588,1
195589,0
195590,0
195591,0
195592,1
195593,0
195594,1
195595,1
195596,1
195597,0
195598,1
195599,1
195600,1
195601,0
195602,0
195603,1
195604,1
195605,0
195606,1
195607,1
195608,0
195609,1
195610,1
195611,0
195612,1
195613,1
195614,0
195615,1
195616,1
195617,1
195618,0
195619,0
195620,1
195621,1
195622,1
195623,1
195624,1
195625,1
195626,0
195627,1
195628,1
195629,1
195630,1
195631,1
195632,1
195633,1
195634,1
195635,1
195636,1
195637,0
195638,1
195639,1
195640,0
195641,0
195642,1
195643,1
195644,1
195645,0
195646,0
195647,0
195648,0
195649,0
195650,1
195651,1
195652,0
195653,0
195654,1
195655,1
195656,0
195657,1
195658,1
195659,0
195660,1
195661,1
195662,0
195663,1
195664,0
195665,0
195666,0
195667,1
195668,1
195669,1
195670,1
195671,1
195672,0
195673,0
195674,0
195675,1
195676,1
195677,0
195678,0
195679,1
195680,1
195681,0
195682,1
195683,1
195684,0
195685,0
195686,1
195687,1
195688,1
195689,1
195690,1
195691,0
195692,1
195693,1
195694,1
195695,0
195696,1
195697,1
195698,1
195699,1
195700,0
195701,1
195702,1
195703,1
195704,0
195705,1
195706,1
195707,1
195708,1
195709,1
195710,1
195711,1
195712,1
195713,1
195714,0
195715,1
195716,1
195717,1
195718,1
195719,1
195720,0
195721,1
195722,1
195723,1
195724,1
195725,0
195726,1
195727,0
195728,1
195729,1
195730,0
195731,1
195732,1
195733,0
195734,1
195735,1
195736,1
195737,1
195738,1
195739,1
195740,0
195741,0
195742,1
195743,0
195744,1
195745,1
195746,0
195747,1
195748,0
195749,0
195750,1
195751,1
195752,0
195753,1
195754,1
195755,0
195756,0
195757,0
195758,1
195759,1
195760,1
195761,1
195762,1
195763,1
195764,0
195765,1
195766,0
195767,1
195768,1
195769,1
195770,1
195771,1
195772,1
195773,1
195774,0
195775,1
195776,0
195777,0
195778,1
195779,0
195780,1
195781,0
195782,1
195783,1
195784,1
195785,0
195786,1
195787,0
195788,1
195789,1
195790,1
195791,1
195792,0
195793,1
195794,1
195795,0
195796,0
195797,1
195798,1
195799,1
195800,0
195801,1
195802,0
195803,1
195804,0
195805,1
195806,0
195807,1
195808,0
195809,0
195810,1
195811,1
195812,0
195813,0
195814,0
195815,1
195816,0
195817,1
195818,0
195819,0
195820,1
195821,1
195822,1
195823,0
195824,0
195825,0
195826,1
195827,0
195828,1
195829,1
195830,1
195831,1
195832,0
195833,0
195834,1
195835,1
195836,1
195837,0
195838,1
195839,1
195840,1
195841,1
195842,1
195843,0
195844,0
195845,1
195846,1
195847,0
195848,1
195849,1
195850,1
195851,0
195852,1
195853,1
195854,1
195855,1
195856,1
195857,1
195858,1
195859,1
195860,1
195861,1
195862,0
195863,1
195864,1
195865,1
195866,1
195867,1
195868,0
195869,1
195870,1
195871,0
195872,1
195873,1
195874,1
195875,1
195876,1
195877,1
195878,0
195879,0
195880,1
195881,1
195882,1
195883,1
195884,1
195885,1
195886,0
195887,1
195888,1
195889,1
195890,1
195891,1
195892,0
195893,1
195894,1
195895,1
195896,0
195897,1
195898,1
195899,1
195900,1
195901,1
195902,0
195903,0
195904,1
195905,0
195906,1
195907,1
195908,0
195909,1
195910,1
195911,1
195912,1
195913,1
195914,1
195915,0
195916,1
195917,0
195918,1
195919,1
195920,0
195921,1
195922,1
195923,0
195924,1
195925,1
195926,1
195927,1
195928,1
195929,1
195930,0
195931,1
195932,1
195933,0
195934,1
195935,1
195936,1
195937,0
195938,1
195939,1
195940,1
195941,1
195942,1
195943,1
195944,1
195945,1
195946,0
195947,0
195948,1
195949,1
195950,1
195951,1
195952,1
195953,1
195954,1
195955,0
195956,0
195957,1
195958,1
195959,0
195960,1
195961,1
195962,1
195963,1
195964,1
195965,0
195966,1
195967,1
195968,1
195969,1
195970,1
195971,1
195972,0
195973,0
195974,0
195975,0
195976,1
195977,1
195978,1
195979,0
195980,1
195981,0
195982,1
195983,1
195984,1
195985,1
195986,1
195987,1
195988,0
195989,0
195990,0
195991,0
195992,1
195993,1
195994,1
195995,1
195996,0
195997,1
195998,0
195999,1
196000,0
196001,1
196002,1
196003,0
196004,1
196005,0
196006,1
196007,0
196008,1
196009,0
196010,0
196011,1
196012,1
196013,1
196014,1
196015,1
196016,1
196017,0
196018,1
196019,1
196020,1
196021,1
196022,1
196023,0
196024,1
196025,1
196026,1
196027,1
196028,0
196029,1
196030,1
196031,0
196032,1
196033,1
196034,0
196035,1
196036,1
196037,1
196038,1
196039,1
196040,0
196041,1
196042,0
196043,1
196044,1
196045,1
196046,1
196047,1
196048,1
196049,0
196050,1
196051,1
196052,1
196053,1
196054,0
196055,1
196056,0
196057,0
196058,0
196059,1
196060,1
196061,0
196062,1
196063,1
196064,1
196065,1
196066,1
196067,1
196068,1
196069,1
196070,1
196071,1
196072,1
196073,0
196074,1
196075,1
196076,0
196077,0
196078,1
196079,0
196080,1
196081,0
196082,1
196083,0
196084,1
196085,1
196086,0
196087,1
196088,0
196089,0
196090,1
196091,1
196092,0
196093,1
196094,1
196095,1
196096,1
196097,0
196098,1
196099,1
196100,0
196101,1
196102,0
196103,1
196104,1
196105,1
196106,1
196107,1
196108,1
196109,1
196110,0
196111,1
196112,1
196113,1
196114,1
196115,1
196116,1
196117,1
196118,0
196119,0
196120,1
196121,0
196122,0
196123,1
196124,0
196125,0
196126,1
196127,0
196128,1
196129,1
196130,1
196131,0
196132,1
196133,0
196134,1
196135,1
196136,1
196137,0
196138,0
196139,0
196140,1
196141,1
196142,0
196143,1
196144,1
196145,1
196146,1
196147,1
196148,0
196149,0
196150,1
196151,1
196152,0
196153,1
196154,1
196155,0
196156,1
196157,1
196158,1
196159,1
196160,1
196161,0
196162,0
196163,0
196164,1
196165,1
196166,0
196167,1
196168,1
196169,0
196170,1
196171,1
196172,1
196173,1
196174,1
196175,0
196176,1
196177,1
196178,1
196179,1
196180,1
196181,0
196182,1
196183,1
196184,1
196185,1
196186,1
196187,1
196188,1
196189,1
196190,1
196191,0
196192,1
196193,1
196194,1
196195,1
196196,1
196197,1
196198,1
196199,0
196200,1
196201,0
196202,0
196203,0
196204,1
196205,1
196206,1
196207,1
196208,0
196209,1
196210,1
196211,1
196212,1
196213,0
196214,1
196215,0
196216,1
196217,0
196218,1
196219,0
196220,1
196221,1
196222,1
196223,1
196224,1
196225,0
196226,1
196227,0
196228,1
196229,1
196230,1
196231,1
196232,1
196233,1
196234,1
196235,1
196236,1
196237,1
196238,0
196239,1
196240,1
196241,1
196242,1
196243,1
196244,1
196245,1
196246,0
196247,0
196248,0
196249,1
196250,1
196251,1
196252,1
196253,1
196254,0
196255,0
196256,0
196257,1
196258,1
196259,1
196260,1
196261,1
196262,0
196263,1
196264,1
196265,1
196266,1
196267,0
196268,1
196269,0
196270,0
196271,0
196272,1
196273,0
196274,1
196275,0
196276,1
196277,1
196278,1
196279,1
196280,1
196281,1
196282,0
196283,1
196284,1
196285,1
196286,0
196287,0
196288,1
196289,0
196290,1
196291,1
196292,1
196293,1
196294,1
196295,1
196296,1
196297,0
196298,1
196299,1
196300,0
196301,0
196302,1
196303,1
196304,0
196305,0
196306,1
196307,0
196308,0
196309,1
196310,1
196311,0
196312,1
196313,1
196314,1
196315,1
196316,1
196317,1
196318,1
196319,0
196320,1
196321,1
196322,0
196323,1
196324,1
196325,0
196326,1
196327,0
196328,1
196329,1
196330,0
196331,0
196332,1
196333,0
196334,0
196335,1
196336,1
196337,1
196338,0
196339,1
196340,1
196341,1
196342,0
196343,1
196344,0
196345,0
196346,1
196347,1
196348,1
196349,1
196350,0
196351,1
196352,1
196353,0
196354,0
196355,1
196356,1
196357,0
196358,1
196359,1
196360,1
196361,1
196362,1
196363,0
196364,1
196365,1
196366,1
196367,1
196368,1
196369,1
196370,1
196371,1
196372,1
196373,0
196374,0
196375,1
196376,1
196377,1
196378,0
196379,0
196380,0
196381,1
196382,0
196383,0
196384,1
196385,1
196386,1
196387,1
196388,1
196389,0
196390,0
196391,1
196392,1
196393,1
196394,0
196395,1
196396,1
196397,0
196398,1
196399,0
196400,1
196401,0
196402,1
196403,1
196404,0
196405,1
196406,1
196407,1
196408,1
196409,0
196410,1
196411,0
196412,1
196413,1
196414,1
196415,1
196416,1
196417,1
196418,1
196419,1
196420,1
196421,0
196422,1
196423,1
196424,1
196425,1
196426,1
196427,0
196428,1
196429,0
196430,1
196431,0
196432,1
196433,0
196434,1
196435,1
196436,1
196437,0
196438,0
196439,0
196440,0
196441,0
196442,1
196443,1
196444,1
196445,1
196446,1
196447,1
196448,0
196449,0
196450,1
196451,0
196452,1
196453,1
196454,1
196455,0
196456,1
196457,0
196458,0
196459,1
196460,0
196461,1
196462,0
196463,1
196464,1
196465,0
196466,1
196467,1
196468,0
196469,0
196470,1
196471,0
196472,1
196473,0
196474,0
196475,1
196476,1
196477,1
196478,1
196479,1
196480,1
196481,1
196482,1
196483,1
196484,1
196485,1
196486,1
196487,1
196488,1
196489,1
196490,0
196491,0
196492,1
196493,1
196494,0
196495,0
196496,1
196497,1
196498,1
196499,1
196500,1
196501,1
196502,1
196503,0
196504,0
196505,1
196506,1
196507,1
196508,1
196509,1
196510,1
196511,1
196512,1
196513,0
196514,0
196515,1
196516,1
196517,0
196518,1
196519,1
196520,1
196521,0
196522,1
196523,1
196524,1
196525,1
196526,1
196527,0
196528,0
196529,0
196530,1
196531,1
196532,1
196533,0
196534,0
196535,1
196536,0
196537,1
196538,0
196539,1
196540,0
196541,1
196542,1
196543,1
196544,1
196545,1
196546,1
196547,1
196548,1
196549,1
196550,1
196551,1
196552,1
196553,1
196554,1
196555,1
196556,1
196557,1
196558,0
196559,1
196560,0
196561,0
196562,0
196563,1
196564,1
196565,0
196566,1
196567,1
196568,1
196569,1
196570,1
196571,1
196572,0
196573,1
196574,0
196575,0
196576,1
196577,1
196578,1
196579,0
196580,1
196581,1
196582,1
196583,1
196584,1
196585,0
196586,1
196587,1
196588,1
196589,1
196590,1
196591,0
196592,1
196593,1
196594,1
196595,0
196596,0
196597,1
196598,1
196599,0
196600,1
196601,1
196602,1
196603,0
196604,1
196605,0
196606,1
196607,1
196608,0
196609,1
196610,1
196611,1
196612,1
196613,1
196614,0
196615,1
196616,0
196617,0
196618,1
196619,1
196620,1
196621,1
196622,1
196623,1
196624,1
196625,1
196626,1
196627,1
196628,0
196629,0
196630,1
196631,1
196632,0
196633,1
196634,0
196635,0
196636,1
196637,1
196638,0
196639,1
196640,1
196641,1
196642,1
196643,1
196644,1
196645,1
196646,1
196647,1
196648,1
196649,1
196650,1
196651,1
196652,0
196653,0
196654,1
196655,1
196656,0
196657,1
196658,1
196659,1
196660,0
196661,1
196662,1
196663,0
196664,1
196665,1
196666,1
196667,1
196668,1
196669,0
196670,1
196671,1
196672,1
196673,1
196674,1
196675,1
196676,1
196677,0
196678,0
196679,1
196680,1
196681,1
196682,1
196683,1
196684,1
196685,1
196686,0
196687,1
196688,1
196689,1
196690,1
196691,0
196692,1
196693,1
196694,0
196695,0
196696,1
196697,1
196698,1
196699,0
196700,1
196701,0
196702,1
196703,1
196704,1
196705,1
196706,1
196707,0
196708,1
196709,1
196710,0
196711,0
196712,1
196713,1
196714,0
196715,1
196716,0
196717,1
196718,0
196719,1
196720,1
196721,1
196722,1
196723,0
196724,1
196725,1
196726,1
196727,1
196728,1
196729,1
196730,1
196731,1
196732,0
196733,1
196734,0
196735,1
196736,1
196737,0
196738,1
196739,0
196740,1
196741,1
196742,1
196743,0
196744,1
196745,1
196746,0
196747,1
196748,0
196749,1
196750,1
196751,1
196752,0
196753,0
196754,0
196755,1
196756,1
196757,0
196758,1
196759,1
196760,1
196761,0
196762,1
196763,1
196764,1
196765,0
196766,1
196767,0
196768,0
196769,0
196770,1
196771,0
196772,0
196773,0
196774,1
196775,1
196776,0
196777,1
196778,1
196779,1
196780,1
196781,1
196782,1
196783,1
196784,1
196785,1
196786,1
196787,1
196788,1
196789,0
196790,0
196791,1
196792,1
196793,1
196794,1
196795,1
196796,1
196797,1
196798,0
196799,0
196800,1
196801,1
196802,1
196803,1
196804,0
196805,1
196806,0
196807,1
196808,1
196809,0
196810,0
196811,1
196812,1
196813,1
196814,1
196815,1
196816,1
196817,0
196818,1
196819,0
196820,1
196821,1
196822,1
196823,1
196824,1
196825,1
196826,0
196827,0
196828,1
196829,1
196830,0
196831,0
196832,1
196833,0
196834,0
196835,0
196836,1
196837,0
196838,1
196839,1
196840,0
196841,0
196842,0
196843,1
196844,1
196845,1
196846,1
196847,0
196848,1
196849,1
196850,1
196851,1
196852,1
196853,1
196854,0
196855,1
196856,1
196857,1
196858,0
196859,1
196860,0
196861,1
196862,1
196863,0
196864,1
196865,1
196866,1
196867,1
196868,0
196869,0
196870,0
196871,1
196872,1
196873,1
196874,0
196875,1
196876,0
196877,0
196878,0
196879,0
196880,0
196881,0
196882,1
196883,1
196884,1
196885,1
196886,1
196887,1
196888,1
196889,1
196890,1
196891,1
196892,1
196893,1
196894,1
196895,1
196896,1
196897,1
196898,1
196899,0
196900,1
196901,1
196902,1
196903,1
196904,1
196905,1
196906,0
196907,1
196908,1
196909,0
196910,1
196911,0
196912,1
196913,1
196914,0
196915,0
196916,1
196917,0
196918,0
196919,1
196920,1
196921,1
196922,0
196923,1
196924,0
196925,1
196926,1
196927,1
196928,1
196929,1
196930,1
196931,1
196932,1
196933,1
196934,0
196935,1
196936,1
196937,1
196938,1
196939,1
196940,1
196941,1
196942,1
196943,1
196944,1
196945,1
196946,0
196947,1
196948,1
196949,0
196950,1
196951,0
196952,0
196953,1
196954,1
196955,1
196956,1
196957,1
196958,1
196959,1
196960,1
196961,0
196962,1
196963,1
196964,1
196965,1
196966,1
196967,1
196968,0
196969,1
196970,0
196971,0
196972,1
196973,1
196974,1
196975,1
196976,0
196977,0
196978,1
196979,1
196980,1
196981,0
196982,1
196983,0
196984,0
196985,1
196986,0
196987,1
196988,1
196989,1
196990,1
196991,0
196992,0
196993,1
196994,1
196995,1
196996,1
196997,1
196998,1
196999,1
197000,0
197001,1
197002,1
197003,1
197004,0
197005,1
197006,1
197007,1
197008,0
197009,1
197010,0
197011,1
197012,1
197013,1
197014,0
197015,0
197016,1
197017,0
197018,1
197019,1
197020,1
197021,1
197022,0
197023,1
197024,0
197025,0
197026,1
197027,1
197028,1
197029,0
197030,0
197031,0
197032,0
197033,1
197034,0
197035,0
197036,0
197037,0
197038,1
197039,1
197040,0
197041,1
197042,0
197043,1
197044,1
197045,0
197046,0
197047,1
197048,0
197049,1
197050,1
197051,1
197052,1
197053,1
197054,1
197055,0
197056,1
197057,1
197058,1
197059,1
197060,1
197061,1
197062,0
197063,1
197064,1
197065,1
197066,0
197067,1
197068,0
197069,1
197070,1
197071,1
197072,1
197073,0
197074,0
197075,1
197076,1
197077,1
197078,1
197079,1
197080,1
197081,1
197082,1
197083,1
197084,1
197085,1
197086,1
197087,1
197088,1
197089,0
197090,0
197091,1
197092,1
197093,1
197094,1
197095,1
197096,1
197097,0
197098,0
197099,1
197100,0
197101,1
197102,1
197103,1
197104,1
197105,1
197106,1
197107,1
197108,1
197109,1
197110,1
197111,1
197112,1
197113,0
197114,1
197115,1
197116,0
197117,1
197118,1
197119,0
197120,1
197121,1
197122,1
197123,1
197124,1
197125,0
197126,1
197127,0
197128,0
197129,0
197130,1
197131,1
197132,1
197133,1
197134,1
197135,1
197136,1
197137,1
197138,1
197139,0
197140,1
197141,1
197142,1
197143,1
197144,1
197145,1
197146,0
197147,0
197148,1
197149,0
197150,1
197151,1
197152,0
197153,0
197154,1
197155,1
197156,0
197157,0
197158,1
197159,0
197160,1
197161,0
197162,1
197163,1
197164,1
197165,1
197166,0
197167,1
197168,0
197169,0
197170,0
197171,1
197172,0
197173,1
197174,1
197175,1
197176,1
197177,0
197178,1
197179,1
197180,0
197181,1
197182,1
197183,1
197184,0
197185,0
197186,1
197187,1
197188,0
197189,0
197190,1
197191,0
197192,1
197193,1
197194,0
197195,1
197196,1
197197,1
197198,1
197199,1
197200,0
197201,1
197202,1
197203,1
197204,1
197205,1
197206,1
197207,0
197208,1
197209,0
197210,0
197211,0
197212,1
197213,0
197214,1
197215,1
197216,1
197217,0
197218,1
197219,1
197220,0
197221,1
197222,0
197223,1
197224,1
197225,1
197226,1
197227,1
197228,0
197229,1
197230,1
197231,0
197232,1
197233,1
197234,0
197235,1
197236,1
197237,1
197238,0
197239,1
197240,1
197241,1
197242,0
197243,1
197244,1
197245,0
197246,1
197247,1
197248,1
197249,1
197250,1
197251,0
197252,1
197253,0
197254,0
197255,1
197256,1
197257,1
197258,0
197259,1
197260,1
197261,1
197262,0
197263,1
197264,1
197265,1
197266,0
197267,1
197268,0
197269,1
197270,1
197271,0
197272,1
197273,1
197274,1
197275,1
197276,1
197277,1
197278,0
197279,1
197280,1
197281,0
197282,0
197283,0
197284,0
197285,0
197286,1
197287,1
197288,0
197289,0
197290,1
197291,0
197292,1
197293,0
197294,1
197295,0
197296,0
197297,1
197298,0
197299,1
197300,1
197301,1
197302,0
197303,1
197304,0
197305,1
197306,1
197307,1
197308,1
197309,0
197310,1
197311,0
197312,1
197313,1
197314,1
197315,1
197316,1
197317,0
197318,1
197319,1
197320,1
197321,1
197322,1
197323,1
197324,1
197325,0
197326,1
197327,1
197328,0
197329,1
197330,1
197331,1
197332,1
197333,1
197334,1
197335,0
197336,0
197337,1
197338,0
197339,1
197340,1
197341,1
197342,0
197343,1
197344,1
197345,1
197346,1
197347,0
197348,1
197349,1
197350,1
197351,1
197352,1
197353,1
197354,1
197355,1
197356,1
197357,1
197358,0
197359,1
197360,1
197361,1
197362,0
197363,1
197364,1
197365,1
197366,0
197367,1
197368,1
197369,1
197370,1
197371,1
197372,1
197373,1
197374,1
197375,0
197376,1
197377,1
197378,0
197379,1
197380,1
197381,1
197382,0
197383,1
197384,0
197385,0
197386,1
197387,1
197388,1
197389,1
197390,1
197391,1
197392,1
197393,1
197394,1
197395,0
197396,1
197397,1
197398,1
197399,1
197400,1
197401,1
197402,1
197403,1
197404,1
197405,1
197406,1
197407,0
197408,1
197409,0
197410,0
197411,0
197412,0
197413,1
197414,0
197415,1
197416,1
197417,1
197418,0
197419,1
197420,1
197421,1
197422,1
197423,1
197424,1
197425,1
197426,0
197427,0
197428,1
197429,1
197430,1
197431,1
197432,1
197433,1
197434,0
197435,0
197436,1
197437,1
197438,1
197439,1
197440,0
197441,1
197442,1
197443,0
197444,0
197445,1
197446,1
197447,1
197448,1
197449,1
197450,1
197451,1
197452,1
197453,1
197454,1
197455,0
197456,0
197457,1
197458,1
197459,0
197460,1
197461,1
197462,0
197463,1
197464,1
197465,1
197466,1
197467,1
197468,1
197469,0
197470,1
197471,0
197472,1
197473,1
197474,1
197475,0
197476,1
197477,1
197478,0
197479,1
197480,0
197481,1
197482,1
197483,0
197484,1
197485,1
197486,1
197487,1
197488,0
197489,1
197490,1
197491,1
197492,0
197493,1
197494,1
197495,0
197496,0
197497,1
197498,0
197499,0
197500,1
197501,1
197502,0
197503,0
197504,1
197505,1
197506,0
197507,0
197508,1
197509,0
197510,1
197511,1
197512,1
197513,1
197514,0
197515,1
197516,1
197517,0
197518,0
197519,0
197520,1
197521,0
197522,1
197523,0
197524,0
197525,1
197526,1
197527,1
197528,1
197529,0
197530,1
197531,0
197532,1
197533,0
197534,1
197535,1
197536,0
197537,1
197538,0
197539,1
197540,1
197541,0
197542,1
197543,1
197544,1
197545,0
197546,0
197547,1
197548,1
197549,0
197550,0
197551,0
197552,1
197553,1
197554,1
197555,1
197556,0
197557,0
197558,0
197559,0
197560,1
197561,1
197562,0
197563,1
197564,0
197565,0
197566,1
197567,1
197568,1
197569,1
197570,1
197571,1
197572,1
197573,1
197574,0
197575,1
197576,1
197577,0
197578,1
197579,1
197580,1
197581,1
197582,1
197583,0
197584,1
197585,1
197586,0
197587,1
197588,1
197589,0
197590,0
197591,0
197592,1
197593,1
197594,1
197595,1
197596,1
197597,0
197598,1
197599,0
197600,1
197601,1
197602,1
197603,1
197604,1
197605,0
197606,1
197607,0
197608,1
197609,1
197610,0
197611,0
197612,1
197613,1
197614,1
197615,0
197616,1
197617,1
197618,1
197619,1
197620,0
197621,1
197622,0
197623,1
197624,1
197625,1
197626,1
197627,0
197628,1
197629,0
197630,1
197631,1
197632,0
197633,1
197634,1
197635,1
197636,1
197637,0
197638,1
197639,1
197640,1
197641,1
197642,1
197643,0
197644,1
197645,1
197646,1
197647,1
197648,1
197649,1
197650,0
197651,1
197652,1
197653,1
197654,1
197655,1
197656,0
197657,1
197658,1
197659,1
197660,1
197661,1
197662,1
197663,1
197664,0
197665,0
197666,1
197667,1
197668,1
197669,1
197670,0
197671,1
197672,0
197673,1
197674,1
197675,1
197676,1
197677,1
197678,1
197679,0
