50,1,1,2,BET,Entrada,Odd,P60,P120,P180,P240,P300,P360,P420,P480,P540,P600,P660,P720,P780,P840,P900,P960,P1020,P1080,P1140,P1200,P1260,P1320,P1380,P1440,P1500,P1560,P1620,P1680,P1740,P1800,P1860,P1920,P1980,P1200,Media Movel,Acertos 60,,Media Geral,P120,P240,P360,P480,P600,P720,P840,P960,P1080,P1200,P1320,,P180,P360,P540,P720,P780,P900,P1080,P1260,P1440,,P240,P480,P720,P960,P1200,P1440,P1680,P1920,,P300,P600,P900,P1200,P1500,P1800,,P360,P720,P1080,,,,,Corr,,EntroAtual,EntroPass,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,P(1),P(0),LOG(P(1);2),LOG(P(2);2),,,,,,,
854,50,"-0,5",1,0,"1,51",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"0,3333",20,,"0,3158",0,0,0,1,0,0,0,,,,,,0,0,0,0,0,,,,,,0,1,0,,,,,,,0,0,,,,,,0,0,,,"0,1959","0,1600","0,2586","0,2749",,"0,5665","0,5917","-0,0252",3,1,0,1,0,0,0,3,1,1,1,1,0,0,,,,,,,,,,,2,13,"0,1333333333","0,8666666667","-2,906890596","-0,2064508775",2,12,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",0
855,50,"-0,5",1,0,"1,84",0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"0,3167",19,,"0,3154",0,0,0,1,0,0,0,,,,,,0,0,0,0,1,,,,,,0,1,0,,,,,,,0,0,,,,,,0,0,,,"0,1960","0,2188","0,2591","0,3330",,"0,7219","0,7496","-0,0277",0,1,1,1,0,0,3,2,1,0,0,0,2,0,,,,,,,,,,,3,12,"0,2","0,8","-2,321928095","-0,3219280949",3,11,"0,2142857143","0,7857142857","-2,222392421","-0,3479233034",0
856,50,-2,0,0,"1,31",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,"0,3167",19,,"0,3151",0,0,1,0,0,0,1,,,,,,1,1,0,0,0,,,,,,0,0,0,,,,,,,0,0,,,,,,1,0,,,"0,1967","0,2213","0,2596","0,3343",,"0,7219","0,7496","-0,0277",0,0,3,0,1,2,0,0,0,0,0,0,1,3,,,,,,,,,,,3,12,"0,2","0,8","-2,321928095","-0,3219280949",3,11,"0,2142857143","0,7857142857","-2,222392421","-0,3479233034",0
857,50,-2,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,"0,3167",19,,"0,3147",1,0,0,0,0,0,0,,,,,,1,0,0,0,1,,,,,,0,0,0,,,,,,,1,0,,,,,,0,0,,,"0,1949","0,1970","0,2583","0,3176",,"0,9710","0,9852","-0,0143",0,2,2,0,2,1,3,1,0,1,3,0,3,0,,,,,,,,,,,6,9,"0,4","0,6","-1,321928095","-0,7369655942",6,8,"0,4285714286","0,5714285714","-1,222392421","-0,8073549221",0
858,50,"2,5",3,0,"14,05",1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,"0,3167",19,,"0,3155",0,0,0,1,0,1,0,,,,,,0,0,0,1,0,,,,,,0,1,1,,,,,,,0,0,,,,,,0,1,,,"0,1945","0,2072","0,2579","0,3236",,"0,8366","0,7496","0,0870",2,0,1,0,0,0,0,2,0,1,1,3,1,1,,,,,,,,,,,4,11,"0,2666666667","0,7333333333","-1,906890596","-0,447458977",3,11,"0,2142857143","0,7857142857","-2,222392421","-0,3479233034",0
859,50,-2,0,0,"1,08",0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,"0,3167",19,,"0,3151",0,1,0,0,0,1,0,,,,,,0,0,0,1,1,,,,,,1,0,1,,,,,,,0,0,,,,,,0,1,,,"0,1942","0,2179","0,2577","0,3458",,"0,8366","0,8631","-0,0265",2,0,0,2,1,0,0,0,0,0,0,2,2,0,,,,,,,,,,,4,11,"0,2666666667","0,7333333333","-1,906890596","-0,447458977",4,10,"0,2857142857","0,7142857143","-1,807354922","-0,4854268272",0
860,50,"-0,5",1,0,"1,69",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,"0,3000",18,,"0,3148",0,1,1,0,0,0,1,,,,,,0,1,0,0,0,,,,,,1,0,0,,,,,,,0,0,,,,,,1,0,,,"0,1942","0,2173","0,2582","0,3556",,"0,7219","0,7496","-0,0277",0,1,1,2,0,3,0,0,1,1,0,1,0,3,,,,,,,,,,,3,12,"0,2","0,8","-2,321928095","-0,3219280949",3,11,"0,2142857143","0,7857142857","-2,222392421","-0,3479233034",0
861,50,-2,0,0,"1,36",0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,"0,3000",18,,"0,3144",0,0,1,0,0,0,0,,,,,,1,1,1,0,1,,,,,,0,0,0,,,,,,,0,0,,,,,,1,0,,,"0,1921","0,1901","0,2567","0,3369",,"0,9968","1,0000","-0,0032",2,0,2,0,0,3,3,0,3,1,2,0,3,0,,,,,,,,,,,7,8,"0,4666666667","0,5333333333","-1,099535674","-0,9068905956",7,7,"0,5","0,5",-1,-1,0
862,50,"-0,5",1,0,"1,55",0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"0,2833",17,,"0,3140",0,0,0,1,0,0,0,,,,,,0,0,1,0,0,,,,,,0,1,0,,,,,,,1,0,,,,,,0,0,,,"0,1921","0,1781","0,2565","0,3203",,"0,8366","0,8631","-0,0265",2,0,1,0,2,0,0,2,3,0,1,0,0,0,,,,,,,,,,,4,11,"0,2666666667","0,7333333333","-1,906890596","-0,447458977",4,10,"0,2857142857","0,7142857143","-1,807354922","-0,4854268272",0
863,50,-2,0,0,"1,13",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"0,2667",16,,"0,3137",0,0,1,0,0,0,0,,,,,,1,1,0,0,0,,,,,,0,0,0,,,,,,,0,0,,,,,,1,0,,,"0,1928","0,1884","0,2570","0,3300",,"0,7219","0,7496","-0,0277",3,1,3,0,1,3,1,0,1,0,0,1,0,0,,,,,,,,,,,3,12,"0,2","0,8","-2,321928095","-0,3219280949",3,11,"0,2142857143","0,7857142857","-2,222392421","-0,3479233034",0
864,50,-2,0,0,"1,02",0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"0,2500",15,,"0,3133",0,1,0,1,0,0,0,,,,,,0,0,0,0,1,,,,,,1,1,0,,,,,,,0,0,,,,,,0,0,,,"0,1936","0,2253","0,2575","0,3621",,"0,7219","0,7496","-0,0277",1,0,1,3,0,0,1,2,0,0,0,0,2,1,,,,,,,,,,,3,12,"0,2","0,8","-2,321928095","-0,3219280949",3,11,"0,2142857143","0,7857142857","-2,222392421","-0,3479233034",0
865,50,"-0,5",1,0,"2,45",0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,"0,2500",15,,"0,3129",0,0,0,0,0,1,0,,,,,,0,0,0,1,0,,,,,,0,0,1,,,,,,,0,0,,,,,,0,1,,,"0,1936","0,2247","0,2579","0,3630",,"0,7219","0,7496","-0,0277",0,1,1,1,1,0,3,0,0,1,2,3,0,0,,,,,,,,,,,3,12,"0,2","0,8","-2,321928095","-0,3219280949",3,11,"0,2142857143","0,7857142857","-2,222392421","-0,3479233034",0
866,50,"2,5",3,0,"6,78",1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,"0,2500",15,,"0,3137",1,0,0,0,0,0,1,,,,,,0,0,1,0,0,,,,,,0,0,0,,,,,,,0,0,,,,,,0,0,,,"0,1955","0,2349","0,2594","0,3712",,"0,9710","0,9403","0,0307",3,2,1,1,1,1,2,0,3,1,0,1,0,2,,,,,,,,,,,6,9,"0,4","0,6","-1,321928095","-0,7369655942",5,9,"0,3571428571","0,6428571429","-1,485426827","-0,6374299206",0
867,50,-2,0,0,"1,29",0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,"0,2500",15,,"0,3134",0,0,0,0,1,0,1,,,,,,1,0,0,0,1,,,,,,0,0,0,,,,,,,1,1,,,,,,0,0,,,"0,1943","0,2143","0,2586","0,3581",,"0,9183","0,9403","-0,0220",0,1,2,1,3,1,0,1,0,3,1,0,3,3,,,,,,,,,,,5,10,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",5,9,"0,3571428571","0,6428571429","-1,485426827","-0,6374299206",0
868,50,-2,0,0,"1,47",0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,"0,2500",15,,"0,3130",1,0,1,1,1,1,0,,,,,,0,1,1,1,0,,,,,,0,1,1,,,,,,,1,1,,,,,,1,1,,,"0,1923","0,2077","0,2572","0,3529",,"0,9968","1,0000","-0,0032",1,2,1,1,3,2,0,3,2,3,1,3,1,1,,,,,,,,,,,7,8,"0,4666666667","0,5333333333","-1,099535674","-0,9068905956",7,7,"0,5","0,5",-1,-1,0
869,50,-2,0,0,"1,36",0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,"0,2500",15,,"0,3126",1,1,0,0,0,0,1,,,,,,0,0,0,0,1,,,,,,1,0,0,,,,,,,0,0,,,,,,0,0,,,"0,1911","0,1999","0,2564","0,3602",,"0,9183","0,9403","-0,0220",0,2,0,2,1,0,0,1,0,0,3,0,3,2,,,,,,,,,,,5,10,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",5,9,"0,3571428571","0,6428571429","-1,485426827","-0,6374299206",0
870,50,"2,5",3,0,"9,97",1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,"0,2500",15,,"0,3134",1,0,0,0,1,1,1,,,,,,1,0,0,1,0,,,,,,0,0,1,,,,,,,0,1,,,,,,0,1,,,"0,1935","0,2337","0,2581","0,3837",,"0,9968","1,0000","-0,0032",3,2,3,0,0,0,0,0,0,3,2,3,1,2,,,,,,,,,,,8,7,"0,5333333333","0,4666666667","-0,9068905956","-1,099535674",7,7,"0,5","0,5",-1,-1,0
871,50,-2,0,0,"1,29",0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,"0,2500",15,,"0,3131",1,0,1,0,1,1,0,,,,,,0,1,0,1,0,,,,,,0,0,1,,,,,,,1,1,,,,,,1,1,,,"0,1923","0,2016","0,2573","0,3615",,"0,9183","0,9403","-0,0220",1,2,0,0,2,3,1,1,0,3,1,2,0,1,,,,,,,,,,,5,10,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",5,9,"0,3571428571","0,6428571429","-1,485426827","-0,6374299206",0
872,50,-2,0,0,"1,47",0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,"0,2500",15,,"0,3127",0,0,0,1,1,1,1,,,,,,0,0,1,1,0,,,,,,0,1,1,,,,,,,0,1,,,,,,0,1,,,"0,1906","0,1874","0,2561","0,3588",,"0,9710","0,9852","-0,0143",0,0,0,0,0,0,2,3,2,3,1,2,0,2,,,,,,,,,,,6,9,"0,4","0,6","-1,321928095","-0,7369655942",6,8,"0,4285714286","0,5714285714","-1,222392421","-0,8073549221",0
873,50,-2,0,0,"1,12",0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"0,2500",15,,"0,3124",0,0,0,0,0,0,0,,,,,,0,0,1,0,1,,,,,,0,0,0,,,,,,,1,0,,,,,,0,0,,,"0,1903","0,2028","0,2559","0,3704",,"0,8366","0,8631","-0,0265",2,0,0,0,3,0,0,1,2,0,0,1,2,0,,,,,,,,,,,4,11,"0,2666666667","0,7333333333","-1,906890596","-0,447458977",4,10,"0,2857142857","0,7142857143","-1,807354922","-0,4854268272",0
874,50,"2,5",2,0,"3,04",1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"0,2333",14,,"0,3131",1,1,0,1,0,0,0,,,,,,1,0,1,0,0,,,,,,1,1,0,,,,,,,0,0,,,,,,0,0,,,"0,1915","0,2160","0,2577","0,3927",,"0,9968","1,0000","-0,0032",2,2,3,2,0,0,2,2,2,0,0,0,1,1,,,,,,,,,,,8,7,"0,5333333333","0,4666666667","-0,9068905956","-1,099535674",7,7,"0,5","0,5",-1,-1,8
875,50,"2,5",3,0,"7,82",1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,"0,2333",14,,"0,3139",0,1,0,0,1,0,0,,,,,,1,0,0,0,1,,,,,,1,0,0,,,,,,,1,1,,,,,,0,0,,,"0,1938","0,2259","0,2595","0,3922",,"0,9968","1,0000","-0,0032",3,0,3,3,2,0,1,0,0,2,2,0,3,0,,,,,,,,,,,8,7,"0,5333333333","0,4666666667","-0,9068905956","-1,099535674",7,7,"0,5","0,5",-1,-1,0
876,50,-2,0,0,"1,15",0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,"0,2333",14,,"0,3136",1,1,0,1,0,0,0,,,,,,0,0,0,0,1,,,,,,1,1,0,,,,,,,1,0,,,,,,0,0,,,"0,1921","0,1878","0,2582","0,3653",,"0,9710","0,9852","-0,0143",1,2,0,2,3,1,1,3,0,1,2,0,2,0,,,,,,,,,,,6,9,"0,4","0,6","-1,321928095","-0,7369655942",6,8,"0,4285714286","0,5714285714","-1,222392421","-0,8073549221",0
877,50,"2,5",2,0,"4,95",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"0,2333",14,,"0,3144",0,1,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,1,0,0,,,,,,,1,0,,,,,,0,0,,,"0,1911","0,1709","0,2562","0,3423",,"0,7219","0,5917","0,1303",1,1,1,2,3,1,1,1,1,1,0,0,0,0,,,,,,,,,,,3,12,"0,2","0,8","-2,321928095","-0,3219280949",2,12,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3
878,50,"-0,5",1,0,"1,69",0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,"0,2500",15,,"0,3140",0,0,0,1,0,1,0,,,,,,0,0,1,1,0,,,,,,0,1,1,,,,,,,1,0,,,,,,0,1,,,"0,1910","0,1780","0,2554","0,3291",,"0,9183","0,9403","-0,0220",3,0,0,1,3,1,0,3,3,1,0,3,0,0,,,,,,,,,,,5,10,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",5,9,"0,3571428571","0,6428571429","-1,485426827","-0,6374299206",0
879,50,-2,0,0,"1,13",0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"0,2333",14,,"0,3136",0,1,1,0,0,0,0,,,,,,0,1,1,0,0,,,,,,1,0,0,,,,,,,0,0,,,,,,1,0,,,"0,1917","0,1729","0,2559","0,3252",,"0,7219","0,7496","-0,0277",0,1,0,2,0,3,0,1,3,0,1,1,1,0,,,,,,,,,,,3,12,"0,2","0,8","-2,321928095","-0,3219280949",3,11,"0,2142857143","0,7857142857","-2,222392421","-0,3479233034",0
880,50,-2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,"0,2333",14,,"0,3133",0,0,0,1,0,0,1,,,,,,1,0,0,0,0,,,,,,0,1,0,,,,,,,0,0,,,,,,0,0,,,"0,1914","0,1654","0,2557","0,3210",,"0,8366","0,8631","-0,0265",1,0,2,1,1,0,1,3,0,1,2,0,1,2,,,,,,,,,,,4,11,"0,2666666667","0,7333333333","-1,906890596","-0,447458977",4,10,"0,2857142857","0,7142857143","-1,807354922","-0,4854268272",0
881,50,-2,0,0,"1,01",0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,"0,2333",14,,"0,3129",1,0,1,0,1,0,0,,,,,,0,1,1,0,1,,,,,,0,0,0,,,,,,,1,1,,,,,,1,0,,,"0,1894","0,1494","0,2543","0,3104",,"0,9968","0,9852","0,0116",2,2,0,1,2,3,0,0,3,2,3,1,3,0,,,,,,,,,,,8,7,"0,5333333333","0,4666666667","-0,9068905956","-1,099535674",8,6,"0,5714285714","0,4285714286","-0,8073549221","-1,222392421",0
882,50,"2,5",2,0,"5,79",1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,"0,2167",13,,"0,3137",0,1,1,0,0,0,0,,,,,,0,1,0,0,0,,,,,,1,0,0,,,,,,,0,0,,,,,,1,0,,,"0,1894","0,1319","0,2539","0,2826",,"0,8366","0,7496","0,0870",1,1,0,2,0,2,1,0,1,0,3,1,0,0,,,,,,,,,,,4,11,"0,2666666667","0,7333333333","-1,906890596","-0,447458977",3,11,"0,2142857143","0,7857142857","-2,222392421","-0,3479233034",4
883,50,"2,5",2,0,"4,23",1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"0,2333",14,,"0,3145",1,0,0,0,0,0,0,,,,,,1,0,0,0,0,,,,,,0,0,0,,,,,,,1,0,,,,,,0,0,,,"0,1894","0,1315","0,2536","0,2691",,"0,8366","0,7496","0,0870",1,3,2,1,2,1,0,1,0,1,1,0,1,1,,,,,,,,,,,4,11,"0,2666666667","0,7333333333","-1,906890596","-0,447458977",3,11,"0,2142857143","0,7857142857","-2,222392421","-0,3479233034",4
884,50,-2,0,0,"1,49",0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,"0,2500",15,,"0,3141",0,0,0,0,1,1,0,,,,,,0,0,0,1,0,,,,,,0,0,1,,,,,,,0,1,,,,,,0,1,,,"0,1901","0,1432","0,2540","0,2703",,"0,7219","0,7496","-0,0277",0,1,1,0,1,0,2,0,0,2,0,2,1,0,,,,,,,,,,,3,12,"0,2","0,8","-2,321928095","-0,3219280949",3,11,"0,2142857143","0,7857142857","-2,222392421","-0,3479233034",0
885,50,"2,5",3,0,"10,71",1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,"0,2500",15,,"0,3149",1,1,0,0,0,1,0,,,,,,0,0,0,1,0,,,,,,1,0,1,,,,,,,0,0,,,,,,0,1,,,"0,1920","0,1572","0,2555","0,2807",,"0,9710","0,9403","0,0307",0,3,1,3,0,0,2,1,0,1,3,3,1,0,,,,,,,,,,,6,9,"0,4","0,6","-1,321928095","-0,7369655942",5,9,"0,3571428571","0,6428571429","-1,485426827","-0,6374299206",0
886,50,"-0,5",1,0,"1,62",0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,"0,2667",16,,"0,3145",0,1,0,0,0,1,0,,,,,,0,0,1,1,1,,,,,,1,0,1,,,,,,,1,0,,,,,,0,1,,,"0,1918","0,1673","0,2543","0,2780",,"0,9710","0,9852","-0,0143",1,0,1,3,3,0,1,1,2,0,2,2,2,1,,,,,,,,,,,6,9,"0,4","0,6","-1,321928095","-0,7369655942",6,8,"0,4285714286","0,5714285714","-1,222392421","-0,8073549221",0
887,50,-2,0,0,"1,1",0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,"0,2667",16,,"0,3142",0,1,0,0,0,1,1,,,,,,0,0,1,1,0,,,,,,1,0,1,,,,,,,0,0,,,,,,0,1,,,"0,1907","0,1595","0,2535","0,2838",,"0,9183","0,9403","-0,0220",2,1,0,2,1,1,0,1,2,1,1,3,0,3,,,,,,,,,,,5,10,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",5,9,"0,3571428571","0,6428571429","-1,485426827","-0,6374299206",0
888,50,-2,0,0,"1,47",0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,"0,2500",15,,"0,3138",0,0,0,0,0,1,0,,,,,,0,0,1,1,1,,,,,,0,0,1,,,,,,,0,0,,,,,,0,1,,,"0,1914","0,1601","0,2540","0,2797",,"0,7219","0,7496","-0,0277",0,1,0,0,0,1,1,0,3,1,0,3,3,1,,,,,,,,,,,3,12,"0,2","0,8","-2,321928095","-0,3219280949",3,11,"0,2142857143","0,7857142857","-2,222392421","-0,3479233034",0
889,50,"-0,5",1,0,"2,83",0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"0,2500",15,,"0,3135",1,0,0,1,1,0,0,,,,,,1,0,1,0,1,,,,,,0,1,0,,,,,,,0,1,,,,,,0,0,,,"0,1913","0,1537","0,2528","0,2652",,"0,9710","0,9852","-0,0143",1,3,2,0,1,0,0,2,3,3,1,0,3,1,,,,,,,,,,,6,9,"0,4","0,6","-1,321928095","-0,7369655942",6,8,"0,4285714286","0,5714285714","-1,222392421","-0,8073549221",0
890,50,-2,0,0,"1,49",0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,"0,2500",15,,"0,3131",0,0,1,0,0,0,1,,,,,,1,1,0,0,1,,,,,,0,0,0,,,,,,,1,0,,,,,,1,0,,,"0,1893","0,1377","0,2514","0,2642",,"0,9968","1,0000","-0,0032",0,0,2,0,2,2,2,1,1,1,2,0,3,2,,,,,,,,,,,7,8,"0,4666666667","0,5333333333","-1,099535674","-0,9068905956",7,7,"0,5","0,5",-1,-1,0
891,50,-2,0,0,"1,33",0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"0,2500",15,,"0,3128",0,0,1,1,0,0,0,,,,,,1,1,0,0,0,,,,,,0,1,0,,,,,,,0,0,,,,,,1,0,,,"0,1883","0,1459","0,2507","0,2711",,"0,9183","0,9403","-0,0220",3,1,3,1,0,2,2,3,0,0,1,0,1,0,,,,,,,,,,,5,10,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",5,9,"0,3571428571","0,6428571429","-1,485426827","-0,6374299206",0
892,50,-2,0,0,"1,49",0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"0,2333",14,,"0,3124",0,0,1,0,0,0,0,,,,,,1,1,1,0,1,,,,,,0,0,0,,,,,,,1,0,,,,,,1,0,,,"0,1872","0,1229","0,2499","0,2551",,"0,9183","0,9403","-0,0220",0,0,3,0,2,2,1,0,2,0,1,0,3,0,,,,,,,,,,,5,10,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",5,9,"0,3571428571","0,6428571429","-1,485426827","-0,6374299206",0
893,50,"2,5",2,0,"4,35",1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"0,2333",14,,"0,3132",1,0,1,0,1,0,0,,,,,,0,1,0,0,1,,,,,,0,0,0,,,,,,,0,1,,,,,,1,0,,,"0,1882","0,1453","0,2513","0,2781",,"0,9710","0,9403","0,0307",3,2,0,0,0,2,1,1,1,3,0,1,2,0,,,,,,,,,,,6,9,"0,4","0,6","-1,321928095","-0,7369655942",5,9,"0,3571428571","0,6428571429","-1,485426827","-0,6374299206",6
894,50,-2,0,0,"1,4",0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"0,2333",14,,"0,3128",1,0,0,0,1,0,0,,,,,,0,0,1,0,1,,,,,,0,0,0,,,,,,,1,1,,,,,,0,0,,,"0,1866","0,1170","0,2502","0,2582",,"0,9710","0,9852","-0,0143",3,2,1,1,2,0,0,1,3,3,0,1,2,0,,,,,,,,,,,6,9,"0,4","0,6","-1,321928095","-0,7369655942",6,8,"0,4285714286","0,5714285714","-1,222392421","-0,8073549221",0
895,50,"-0,5",1,0,"2,01",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,"0,2167",13,,"0,3125",1,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,0,0,0,,,,,,,0,0,,,,,,0,0,,,"0,1866","0,0837","0,2507","0,2439",,"0,7219","0,7496","-0,0277",0,3,0,1,0,1,2,0,1,0,2,0,0,0,,,,,,,,,,,3,12,"0,2","0,8","-2,321928095","-0,3219280949",3,11,"0,2142857143","0,7857142857","-2,222392421","-0,3479233034",0
896,50,"-0,5",1,0,"1,55",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"0,2167",13,,"0,3122",0,0,0,0,0,0,0,,,,,,1,0,0,0,0,,,,,,0,0,0,,,,,,,0,0,,,,,,0,0,,,"0,1858","0,0581","0,2522","0,2465",,"0,3534","0,3712","-0,0179",1,0,2,0,0,0,1,1,0,0,1,1,1,0,,,,,,,,,,,1,14,"0,06666666667","0,9333333333","-3,906890596","-0,09953567355",1,13,"0,07142857143","0,9285714286","-3,807354922","-0,1069152039",0
897,50,"2,5",2,0,"5,24",1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"0,2167",13,,"0,3129",1,0,0,0,0,0,0,,,,,,0,0,1,0,1,,,,,,0,0,0,,,,,,,0,0,,,,,,0,0,,,"0,1857","0,0729","0,2518","0,2306",,"0,8366","0,7496","0,0870",1,3,1,1,0,0,0,1,2,0,1,1,3,0,,,,,,,,,,,4,11,"0,2666666667","0,7333333333","-1,906890596","-0,447458977",3,11,"0,2142857143","0,7857142857","-2,222392421","-0,3479233034",4
898,50,"2,5",3,0,"7,07",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"0,2333",14,,"0,3137",0,0,0,0,0,0,0,,,,,,0,0,0,0,1,,,,,,0,0,0,,,,,,,0,0,,,,,,0,0,,,"0,1804","0,0059","0,2473","0,1614",,"0,5665","0,3712","0,1953",0,0,1,0,0,0,1,0,1,0,1,0,2,0,,,,,,,,,,,2,13,"0,1333333333","0,8666666667","-2,906890596","-0,2064508775",1,13,"0,07142857143","0,9285714286","-3,807354922","-0,1069152039",0
899,50,"-0,5",1,0,"1,64",0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"0,2500",15,,"0,3133",0,0,0,1,1,0,0,,,,,,1,0,0,0,1,,,,,,0,1,0,,,,,,,0,1,,,,,,0,0,,,"0,1804","-0,0392","0,2472","0,1448",,"0,8366","0,8631","-0,0265",0,0,3,1,0,0,0,3,1,3,1,1,2,1,,,,,,,,,,,4,11,"0,2666666667","0,7333333333","-1,906890596","-0,447458977",4,10,"0,2857142857","0,7142857143","-1,807354922","-0,4854268272",0
900,50,"2,5",3,0,"8,64",1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,"0,2500",15,,"0,3141",0,0,0,1,1,0,1,,,,,,0,0,0,0,0,0,,,,,0,1,0,,,,,,,0,1,0,,,,,0,0,,,"0,1810","-0,0259","0,2476","0,1515",,"0,8960","0,8366","0,0594",0,0,0,1,0,1,1,2,0,2,3,1,1,3,1,,,,,,,,,,5,11,"0,3125","0,6875","-1,678071905","-0,5405683814",4,11,"0,2666666667","0,7333333333","-1,906890596","-0,447458977",0
